Team A,Team B,Score A,Score B,Date,Competition,Event,Venue
15B Garza/Bernal 2,Pima Surf Academy Boys 15,5.0,3.0,2024-11-10,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
15B Bernal/Garza 2,Pima Surf Academy Boys 15,3.0,3.0,2024-10-26,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
15B Blue West #1,Pima Surf Academy Boys 15,2.0,3.0,2024-10-19,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
PSG 15B Red,West Valley 15/16B,0.0,0.0,2025-10-11,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,
PRFC Scottsdale 15B Samba,West Valley 15/16B,0.0,0.0,2025-10-04,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Desert West Sports Complex
State 48 FC Verrado 15 White,Tuzos Nogales 2015,10.0,2.0,2025-02-23,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
16B Mendez GSA,Tuzos Nogales 2015,4.0,5.0,2025-02-23,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
16B Mendez GSA,Tuzos Nogales 2015,2.0,8.0,2025-02-22,AZFC Select Invitational ,AZFC Select Invitational 2025,West Valley Events Complex - Field
15B Bernal/Garza 2,Tuzos Nogales 2015,0.0,7.0,2024-10-20,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
CDO 16B Premier,Tuzos Nogales 2015,13.0,0.0,2024-10-20,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
CDO 15B Elite,Tuzos Nogales 2015,1.0,11.0,2024-10-19,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
15 Boys National League #1,FC Arizona 15B Black GFC Cuevas U11,5.0,0.0,2025-09-21,Tournaments,46th Annual Wolfgang Weber FC Tucson Cup,Kino Sports Complex
15 Boys National League #1,CDO 15B Elite,0.0,0.0,2025-08-01,PCJSL Fall Regular play,PCJSL 2025/26 - Fall Session U9 - U19,
15B NMarkette Pre-MLS Next,Las Vegas Sports Academy U11 Boys Red 2015,2.0,0.0,2025-09-13,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
AZ Arsenal Pre-ECNL RL B15,VSC 2015 Boys Green,8.0,1.0,2025-10-11,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
Deportivo Mexico 15B,VSC 2015 Boys Green,0.0,0.0,2025-08-01,PCJSL Fall Regular play,PCJSL 2025/26 - Fall Session U9 - U19,
CDO 15B Elite,VSC 2015 Boys Green,2.0,3.0,2025-04-06,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
CAC 14/15B (Conroy),VSC 2015 Boys Green,2.0,3.0,2025-04-05,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
Milan,VSC 2015 Boys Green,3.0,1.0,2025-04-04,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
15B Garza/Bernal 2,VSC 2015 Boys Green,4.0,3.0,2025-03-08,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Himmel
Empire 15B,VSC 2015 Boys Green,1.0,1.0,2025-03-08,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Himmel
15B Garza/Bernal-3,VSC 2015 Boys Green,5.0,0.0,2025-02-01,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Himmel
RSLAZ Southern 15B Rayados White,VSC 2015 Boys Green,2.0,8.0,2025-02-01,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Himmel
Freedom Roadrunners,VSC 2015 Boys Green,0.0,6.0,2025-01-28,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
SASC 2015B Cardinals Jimenez,VSC 2015 Boys Green,4.0,0.0,2025-01-25,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Himmel
Next Level Soccer Southeast 2015 Boys Green,VSC 2015 Boys Green,2.0,5.0,2025-01-12,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
2015 Rush Boys,VSC 2015 Boys Green,2.0,1.0,2025-01-12,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
AZ Arsenal 15 Boys Teal 1 OC,VSC 2015 Boys Green,1.0,6.0,2025-01-11,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
SASC 2015B Cardinals Jimenez,VSC 2015 Boys Green,1.0,10.0,2024-12-09,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Silverlake
Freedom Roadrunners,VSC 2015 Boys Green,4.0,0.0,2024-12-07,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
AZSC 15B White,VSC 2015 Boys Green,3.0,2.0,2024-11-24,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
NOS Santos 15 Boys Blue,VSC 2015 Boys Green,1.0,4.0,2024-11-23,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
Phoenix Premier FC 15B CG,VSC 2015 Boys Green,2.0,3.0,2024-11-23,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
15B Blue East #1,VSC 2015 Boys Green,5.0,2.0,2024-11-16,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
15B Garza/Bernal-3,VSC 2015 Boys Green,1.0,5.0,2024-10-26,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
VSC 2015 Boys Green,VSC 2015 Boys White,3.0,0.0,2024-10-19,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
PRFC Scottsdale 15B Samba,VSC 2015 Boys Green,2.0,6.0,2024-10-13,Arsenal Challenge,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
RSL-AZ South 15B Corral,VSC 2015 Boys Green,4.0,2.0,2024-10-13,Arsenal Challenge,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
AZ Thundercats 2015,State 48 FC 16 Black,3.0,1.0,2025-04-27,AZFC Select Challenge,AZFC Select Challenge 2025,West Valley Events Complex - Field
AZ Thundercats 2015,RYSC 2015,4.0,2.0,2025-04-26,AZFC Select Challenge,AZFC Select Challenge 2025,West Valley Events Complex - Field
AZ Thundercats 2015,Sun Warriors 15/16 Boys Sixtos,4.0,5.0,2025-04-26,AZFC Select Challenge,AZFC Select Challenge 2025,West Valley Events Complex - Field
AZ Thundercats 2015,Dorados Reserve 2015,2.0,0.0,2025-04-06,Yavapai,Yavapai All Boys Tournament 2025,P- Mountain Valley Park Yavapai Soccer
AZ Thundercats 2015,Synergy FC 15/16B,5.0,1.0,2025-04-05,Yavapai,Yavapai All Boys Tournament 2025,P- Antelope Park
AZ Thundercats 2015,Scottsdale 15 Sandsharks Black,1.0,3.0,2025-04-05,Yavapai,Yavapai All Boys Tournament 2025,P- Mountain Valley Park Yavapai Soccer
2015 Boys Yellow,AZ Thundercats 2015,8.0,4.0,2025-03-23,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
AZ Thundercats 2015,CCV STARS 15 Boys Navy SUR,4.0,6.0,2025-03-22,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
2015 Boys Yellow,AZ Thundercats 2015,7.0,6.0,2025-03-22,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
2015 Boys Blue,AZ Thundercats 2015,3.0,8.0,2025-03-21,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
AZ Thundercats 2015,Tuzos Edwin 2015,3.0,4.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
AZ Thundercats 2015,Sun Warriors 15/16 Boys Sixtos,5.0,2.0,2024-12-07,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
AZ Thundercats 2015,Phoenix 15/16B Blue,7.0,8.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
AZ Thundercats 2015,Cobre Mountain Roadrunners 5,19.0,0.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
AZ Thundercats 2015,FSC United 15 Boys,12.0,0.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
AZ Thundercats 2015,Madison FC 2015 Boys Blue,1.0,6.0,2024-11-08,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
AZ Thundercats 2015,Vegas United ‘15 Boys Academy,5.0,4.0,2024-11-03,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
AZ Thundercats 2015,South Valley Soccer Club Scorpions,4.0,5.0,2024-11-03,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
AZ Thundercats 2015,Vegas United ‘15 Boys Academy,2.0,1.0,2024-11-02,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
AZ Thundercats 2015,CCV STARS 15 Boys Navy SUR,7.0,2.0,2024-11-02,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
16B GSA,Tuzos Edwin 2015,1.0,5.0,2025-09-06,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Tuzos Edwin 2015,Tuzos Legacy 2015,2.0,2.0,2025-09-06,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Dorados Reserve 2015,Tuzos Edwin 2015,2.0,5.0,2025-03-30,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Tuzos Edwin 2015,Verde Valley United FC- U10 Boys,2.0,3.0,2025-03-30,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Atletico Tuzos Mesa 2015,Tuzos Edwin 2015,2.0,3.0,2025-03-28,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
State 48 FC 15 Black,Tuzos Edwin 2015,0.0,0.0,2025-03-22,Tournaments Powered by Rated Sports ,2025 Phoenix Cup - Boys Weekend,Reata Sports Complex
Next Level Soccer Southeast 2016 Boys Black,Tuzos Edwin 2015,0.0,5.0,2025-03-21,Tournaments Powered by Rated Sports ,2025 Phoenix Cup - Boys Weekend,Reata Sports Complex
RSLAZ Southern 15B Rayados Blue,Tuzos Edwin 2015,2.0,3.0,2025-03-08,Ostrich Festival,2025 Ostrich Festival,Reata Sports Complex
16B Mendez GSA,Tuzos Edwin 2015,5.0,0.0,2025-03-08,Ostrich Festival,2025 Ostrich Festival,Reata Sports Complex
Madison FC 2015 Boys Gold,Tuzos Edwin 2015,4.0,6.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
State 48 FC Verrado 15 White,Tuzos Edwin 2015,8.0,4.0,2024-12-07,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
Madison FC 2015 Boys Gold,Tuzos Edwin 2015,5.0,1.0,2024-12-06,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
State 48 FC Verrado 15/16 Black,Tuzos Edwin 2015,2.0,6.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
Next Level Soccer Northwest 2015 Girls,Tuzos Edwin 2015,3.0,4.0,2024-11-08,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
2015 Club Rayos,FDI 2015,0.0,0.0,2025-10-11,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,EV- NOS Santos Soccer Complex (NOS)
FDI 2015,Kingman SC B15/16-Gonzalez,5.0,1.0,2025-05-25,Flagstaff Soccer United Cup,FSC Kickin in the Pines (Boys - 2025),F- Thorpe Multipurpose Fields (FSC)
Dorados Reserve 2015,FDI 2015,0.0,7.0,2025-05-24,Flagstaff Soccer United Cup,FSC Kickin in the Pines (Boys - 2025),F- Thorpe Multipurpose Fields (FSC)
FDI 2015,Select 15B,5.0,2.0,2025-04-19,East Valley Spring Invitational,East Valley Spring Invitational 2025,Quail Run Soccer Complex (EV Tournament Series)
EV-NSFC 15 Boys Perez(1),FDI 2015,3.0,3.0,2025-04-15,East Valley Spring Invitational,East Valley Spring Invitational 2025,Quail Run Soccer Complex (EV Tournament Series)
FDI 2015,State 48 FC Verrado 15/16 Black,4.0,2.0,2025-03-16,INFERNO CUP,INFERNO CUP 2025,West Valley Events Complex
16B Mendez GSA,FDI 2015,4.0,0.0,2025-03-15,INFERNO CUP,INFERNO CUP 2025,West Valley Events Complex
FDI 2015,State 48 FC 15 Copper,3.0,6.0,2025-01-19,Sandsharks,North Scottsdale Sandsharks Invitational 2025,Rose Mofford Sports Complex
2015 Boys Yellow,FDI 2015,6.0,2.0,2025-01-18,Sandsharks,North Scottsdale Sandsharks Invitational 2025,Rose Mofford Sports Complex
FDI 2015,State 48 FC Verrado 15/16 Black,1.0,0.0,2024-11-03,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
FDI 2015,PRFC Desert Foothills 15B Copa,1.0,5.0,2024-11-03,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
FDI 2015,Legends FC AZ 15B Gold,2.0,2.0,2024-11-02,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
AZ Arsenal 15 Boys Teal 1 OC,FDI 2015,6.0,0.0,2024-11-01,2025 Rush Cup ,2024 Rush Cup ,Rose Mofford (Rush Cup)
15/16B Valenzuela Nogales,15B Echanove,1.0,7.0,2025-10-11,PCJSL Fall Regular play,PCJSL 2025/26 - Fall Session U9 - U19,Ochoa
15/16B Valenzuela Nogales,CDO 16B Premier,1.0,2.0,2025-10-11,PCJSL Fall Regular play,PCJSL 2025/26 - Fall Session U9 - U19,Ochoa
15/16B Valenzuela Nogales,CDO 15B Elite,1.0,4.0,2025-09-28,Socctoberfest,2025 FC Sonora Socctoberfest,Rillito
15/16B Valenzuela Nogales,Renegades 15B,5.0,1.0,2025-09-27,Socctoberfest,2025 FC Sonora Socctoberfest,Rillito
15/16B Valenzuela Nogales,15B Blue Bennett,3.0,4.0,2025-04-06,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
15/16B Valenzuela Nogales,WMFC Highlanders 10U Coed (2015-17),3.0,2.0,2025-04-05,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
15/16B Valenzuela Nogales,15B Blue Montoya #2,1.0,2.0,2025-04-05,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
15/16B Valenzuela Nogales,Rangers 15B,1.0,3.0,2025-03-22,Pima Cup,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Himmel
15/16B Valenzuela Nogales,Freedom Roadrunners,2.0,2.0,2025-03-22,Pima Cup,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Himmel
15/16B Valenzuela Nogales,Wolves 15B,1.0,2.0,2025-03-15,Pima Cup,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Himmel
15 Boys Soul Warriors,15/16B Valenzuela Nogales,3.0,0.0,2025-03-15,Pima Cup,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Himmel
15/16B Valenzuela Nogales,15B Becerra,5.0,6.0,2025-02-16,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15/16B Valenzuela Nogales,AYSO 216 10UB PSP Gila Valley Ninjas,10.0,1.0,2025-02-15,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15/16B Valenzuela Nogales,15B Blue Bennett,1.0,1.0,2025-02-15,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15/16B Valenzuela Nogales,RSLAZ Southern Rayados Az 2015 White,1.0,3.0,2025-01-19,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
15/16B Valenzuela Nogales,SASC 2015B Cardinals Jimenez,2.0,3.0,2025-01-18,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
15 Boys Soul Warriors,15/16B Valenzuela Nogales,7.0,0.0,2025-01-18,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
15/16B Valenzuela Nogales,PRFC Scottsdale 15B Gazelle,0.0,2.0,2024-12-15,Holiday Classic,RSL-AZ Holiday Classic 2024,
15/16B Valenzuela Nogales,AZ Arsenal 15 Boys Teal 2 BD,0.0,3.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
15/16B Valenzuela Nogales,EXCEL24FallU9U10B1Overlin,11.0,1.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
15/16B Valenzuela Nogales,Rangers 15B,0.0,5.0,2024-11-10,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
15/16B Valenzuela Nogales,Santos 15B,3.0,2.0,2024-11-09,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
15/16B Valenzuela Nogales,Pima Surf Academy Boys 15/16,4.0,0.0,2024-11-09,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
Tuzos Titanes 2014,U-11 (2015) Boys Pre Academy Blue,0.0,0.0,2025-10-12,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
AZ Arsenal 14 Boys Teal SC,U-11 (2015) Boys Pre Academy Blue,0.0,0.0,2025-10-12,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
AZ Arsenal 14 Boys Teal MC,U-11 (2015) Boys Pre Academy Blue,2.0,1.0,2025-10-11,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
2014 Rush Boys,U-11 (2015) Boys Pre Academy Blue,1.0,2.0,2025-10-11,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
NOS Santos 15 Boys Blue,Select 15B Red,5.0,2.0,2025-10-04,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,EV- NOS Santos Soccer Complex (NOS)
PRFC Southeast Valley 15B Predator-Central,Select 15B Red,0.0,5.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,West Valley Events Complex
Select 15B Red,Tuzos 2015 Nava,0.0,4.0,2025-09-06,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
CAC 15/16B (Conroy),CDO 15B Elite,1.0,0.0,2025-09-27,Socctoberfest,2025 FC Sonora Socctoberfest,Rillito
CDO 15B Elite,VSC 2015 Boys White,3.0,1.0,2025-09-21,Tournaments,46th Annual Wolfgang Weber FC Tucson Cup,Kino Sports Complex
15B Hinds,CDO 15B Elite,3.0,2.0,2025-09-21,Tournaments,46th Annual Wolfgang Weber FC Tucson Cup,Kino Sports Complex
CDO 15B Elite,Rangers 15B,1.0,8.0,2025-09-20,Tournaments,46th Annual Wolfgang Weber FC Tucson Cup,Kino Sports Complex
15B Hinds,CDO 15B Elite,3.0,3.0,2025-09-20,Tournaments,46th Annual Wolfgang Weber FC Tucson Cup,Kino Sports Complex
CDO 15B Elite,Fallbrook Villa FC B2015 Blue,1.0,4.0,2025-08-31,Forest Cup ,Forest Cup Labor Day 2025,Whitman Elementary School
CDO 15B Elite,RSL-AZ Yuma 15 Boys Guzman,4.0,1.0,2025-08-30,Forest Cup ,Forest Cup Labor Day 2025,Whitman Elementary School
ALBION SC San Diego B15 academy IIII,CDO 15B Elite,1.0,2.0,2025-08-30,Forest Cup ,Forest Cup Labor Day 2025,Whitman Elementary School
CDO 15B Elite,State 48 FC 15 Black,1.0,2.0,2025-04-27,Schools Out,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
CDO 15B Elite,PRFC Southeast Valley 15B Predator-Central,1.0,1.0,2025-04-26,Schools Out,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
CDO 15B Elite,Verde Valley United FC - U10 Boys,5.0,2.0,2025-04-26,Schools Out,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
2014B Felix Nogales,CDO 15B Elite,2.0,5.0,2025-04-06,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
CDO 15B Elite,Milan,3.0,2.0,2025-04-05,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
CAC 14/15B (Conroy),CDO 15B Elite,3.0,4.0,2025-04-04,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
CDO 15B Elite,Select 14/15B Red,4.0,0.0,2025-03-30,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
CCV STARS 15 Boys Orange SUR,CDO 15B Elite,8.0,3.0,2025-03-29,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
CDO 15B Elite,Tuzos CR,5.0,1.0,2025-03-29,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
14B Blue #2,CDO 15B Elite,3.0,4.0,2025-03-08,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
CAC 14/15B (Conroy),CDO 15B Elite,1.0,1.0,2025-03-01,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Freedom Park
CDO 15B Elite,Milan,3.0,1.0,2025-02-25,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Rillito
14B Hermanson 2,CDO 15B Elite,1.0,0.0,2025-02-16,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
14B Moore,CDO 15B Elite,0.0,4.0,2025-02-15,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
CDO 15B Elite,VSC 2014 Boys White,0.0,1.0,2025-02-14,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
14B Moore,CDO 15B Elite,2.0,5.0,2025-02-01,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Freedom Park
15B Garza/Bernal 2,CDO 15B Elite,0.0,2.0,2025-01-19,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino South Complex (ASA)
CDO 15B Elite,Outlaws 2014B,1.0,0.0,2025-01-18,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino South Complex (ASA)
Alianza 2014 B black,CDO 15B Elite,3.0,2.0,2025-01-18,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino North Complex (Shootout)
CDO 15B Elite,Santos 15B,1.0,2.0,2025-01-11,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
CDO 15B Elite,VSC 2014 Boys White,0.0,3.0,2024-12-28,PCJSL League Play 2024/25,PCJSL 2024/25 - Winter Session U9 - U15,
CDO 15B Elite,RSLAZ Southern 15B Rayados Blue,7.0,0.0,2024-12-07,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
CDO 15B Elite,PRFC Southeast Valley 15B Samba,2.0,3.0,2024-11-24,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
AZSC 15B Gold,CDO 15B Elite,5.0,1.0,2024-11-23,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
Brazas 2015 Boys White Diego Lopez,CDO 15B Elite,1.0,4.0,2024-11-23,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
15B Bernal/Garza 2,CDO 15B Elite,1.0,12.0,2024-11-02,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
15B Blue West #1,CDO 15B Elite,8.0,3.0,2024-10-26,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
CDO 15B Elite,CDO 16B Premier,6.0,0.0,2024-10-20,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
15B Bernal/Garza 2,CDO 15B Elite,3.0,2.0,2024-10-19,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
AZ Arsenal Pre-ECNL RL B15,Carlsbad B15 Premier - O’Mahoney,0.0,5.0,2025-07-20,City SC Carlsbad - Summer Tournaments 2025,Carlsbad Cup - Boys 2025,Valley Middle School
AZ Arsenal Pre-ECNL RL B15,B15 Green,1.0,2.0,2025-07-19,City SC Carlsbad - Summer Tournaments 2025,Carlsbad Cup - Boys 2025,Alga Norte Community Park
AZ Arsenal Pre-ECNL RL B15,SD Surf Academy Boys 2015 (Ericson),4.0,2.0,2025-07-19,City SC Carlsbad - Summer Tournaments 2025,Carlsbad Cup - Boys 2025,Alga Norte Community Park
Brazas 2015 Boys Gold Diego Rangel,Select 15B,5.0,1.0,2025-04-05,Brazas Ginga Champions ,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
Brazas 2015 Boys Gold Diego Rangel,Next Level Soccer Southeast 2015 Boys Green,4.0,2.0,2025-04-05,Brazas Ginga Champions ,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
Brazas 2015 Boys Gold Diego Rangel,ESC - Boys Chandler 15/16,1.0,5.0,2025-04-04,Brazas Ginga Champions ,Brazas - 2025 Ginga Champions,Arizona Athletic Grounds
Brazas 2015 Boys Gold Diego Rangel,State 48 FC 15 Copper,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
Brazas 2015 Boys Gold Diego Rangel,PRFC Scottsdale 15B Copa,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
Brazas 2015 Boys Gold Diego Rangel,Sun Warriors 15/16 Boys Sixtos,1.0,0.0,2025-03-23,Copper State Challenge,2025 Copper State Challenge,Arizona Athletic Grounds
Brazas 2015 Boys Gold Diego Rangel,Union Maricopa 2016 Net Ninjas Selects,9.0,2.0,2025-03-23,Copper State Challenge,2025 Copper State Challenge,Arizona Athletic Grounds
