Team A,Team B,Score A,Score B,Date,Competition,Venue
West Valley 2015 Boys Valencia Pre-Elite 64,Amore 2014 Boys,3,1,2025-03-08,2025 Ostrich Festival,Scottsdale Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,14B Castro Rueda,0,1,2025-03-09,2025 Ostrich Festival,Scottsdale Sports Complex
14B Castro Rueda,West Valley 2015 Boys Valencia Pre-Elite 64,1,0,2025-03-09,2025 Ostrich Festival,Scottsdale Sports Complex
PRFC Scottsdale 16B Predator,West Valley 2015 Boys Valencia Pre-Elite 64,0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
West Valley 2015 Boys Valencia Pre-Elite 64,PRFC Scottsdale 16B Predator,0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
West Valley 2015 Boys Valencia Pre-Elite 64,PRFC Scottsdale 15B Copa,0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
PRFC Scottsdale 15B Copa,West Valley 2015 Boys Valencia Pre-Elite 64,0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
FC ARIZONA 14 GFC VELAZCO,West Valley 2015 Boys Valencia Pre-Elite 64,1,7,2025-02-23,AZFC Select Invitational 2025,West Valley Events Complex - Field
West Valley 2015 Boys Valencia Pre-Elite 64,FC ARIZONA 14 GFC VELAZCO,7,1,2025-02-23,AZFC Select Invitational 2025,West Valley Events Complex - Field
West Valley 2015 Boys Valencia Pre-Elite 64,PSG 14B Blue,5,7,2025-02-22,AZFC Select Invitational 2025,West Valley Events Complex - Field
PSG 14B Blue,West Valley 2015 Boys Valencia Pre-Elite 64,7,5,2025-02-22,AZFC Select Invitational 2025,West Valley Events Complex - Field
Phoenix United 2015 Academy,West Valley 2015 Boys Valencia Pre-Elite 64,2,1,2025-02-22,AZFC Select Invitational 2025,West Valley Events Complex - Field
West Valley 2015 Boys Valencia Pre-Elite 64,Phoenix United 2015 Academy,1,2,2025-02-22,AZFC Select Invitational 2025,West Valley Events Complex - Field
FC Elite Arizona 2014 Boys,West Valley 2015 Boys Valencia Pre-Elite 64,4,0,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
West Valley 2015 Boys Valencia Pre-Elite 64,FC Elite Arizona 2014 Boys,0,4,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
PRFC West Valley 14B Pre-Academy,West Valley 2015 Boys Valencia Pre-Elite 64,3,3,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
West Valley 2015 Boys Valencia Pre-Elite 64,PRFC West Valley 14B Pre-Academy,3,3,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
Playmaker Futbol Academy 14B White,West Valley 2015 Boys Valencia Pre-Elite 64,1,3,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
West Valley 2015 Boys Valencia Pre-Elite 64,Playmaker Futbol Academy 14B White,3,1,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
West Valley 2015 Boys Valencia Pre-Elite 64,FC ARIZONA 14 GFC VELAZCO,4,1,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
FC ARIZONA 14 GFC VELAZCO,West Valley 2015 Boys Valencia Pre-Elite 64,1,4,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
West Valley 2015 Boys Valencia Pre-Elite 64,PSG 15B Blue,1,0,2025-01-19,2025 Rated Cup,Reach 11 Sports Complex 
PSG 15B Blue,West Valley 2015 Boys Valencia Pre-Elite 64,0,1,2025-01-19,2025 Rated Cup,Reach 11 Sports Complex 
West Valley 2015 Boys Valencia Pre-Elite 64,State 48 FC Verrado 15/16 Black,0,1,2025-01-19,2025 Rated Cup,Reach 11 Sports Complex 
State 48 FC Verrado 15/16 Black,West Valley 2015 Boys Valencia Pre-Elite 64,1,0,2025-01-19,2025 Rated Cup,Reach 11 Sports Complex 
Next Level Soccer Northwest 2015 Boys Red,West Valley 2015 Boys Valencia Pre-Elite 64,2,1,2025-01-18,2025 Rated Cup,Reach 11 Sports Complex 
West Valley 2015 Boys Valencia Pre-Elite 64,Next Level Soccer Northwest 2015 Boys Red,1,2,2025-01-18,2025 Rated Cup,Reach 11 Sports Complex 
West Valley 2015 Boys Valencia Pre-Elite 64,Synergy FC 15/16B,2,0,2025-01-18,2025 Rated Cup,Reach 11 Sports Complex 
Synergy FC 15/16B,West Valley 2015 Boys Valencia Pre-Elite 64,0,2,2025-01-18,2025 Rated Cup,Reach 11 Sports Complex 
PRFC Scottsdale 15B Predator,West Valley 2015 Boys Valencia Pre-Elite 64,7,0,2024-12-15,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,PRFC Scottsdale 15B Predator,0,7,2024-12-15,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,SC Del Sol Ruiz 2015,1,5,2024-12-14,RSL-AZ Holiday Classic 2024,Scottsdale Sports Complex
SC Del Sol Ruiz 2015,West Valley 2015 Boys Valencia Pre-Elite 64,5,1,2024-12-14,RSL-AZ Holiday Classic 2024,Scottsdale Sports Complex
EXCEL24FallU11B1Lee,West Valley 2015 Boys Valencia Pre-Elite 64,4,3,2024-12-14,RSL-AZ Holiday Classic 2024,Scottsdale Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,EXCEL24FallU11B1Lee,3,4,2024-12-14,RSL-AZ Holiday Classic 2024,Scottsdale Sports Complex
Phoenix United 2015 Academy,West Valley 2015 Boys Valencia Pre-Elite 64,8,2,2024-12-08,Christmas Angel 2024,Reach 11 Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Phoenix United 2015 Academy,2,8,2024-12-08,Christmas Angel 2024,Reach 11 Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Hustle Hard 2014- Boys,5,0,2024-12-07,Christmas Angel 2024,Reach 11 Sports Complex
Hustle Hard 2014- Boys,West Valley 2015 Boys Valencia Pre-Elite 64,0,5,2024-12-07,Christmas Angel 2024,Reach 11 Sports Complex
CCV STARS 14 Boys EAV,West Valley 2015 Boys Valencia Pre-Elite 64,4,3,2024-12-07,Christmas Angel 2024,Reach 11 Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,CCV STARS 14 Boys EAV,3,4,2024-12-07,Christmas Angel 2024,Reach 11 Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Inter Fc 2016-2015,3,1,2024-12-01,2024 Desert Super Cup,Reata Sports Complex
Inter Fc 2016-2015,West Valley 2015 Boys Valencia Pre-Elite 64,1,3,2024-12-01,2024 Desert Super Cup,Reata Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Premier Touch FC LB B15,2,3,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
Premier Touch FC LB B15,West Valley 2015 Boys Valencia Pre-Elite 64,3,2,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
State 48 FC Verrado 15/16 Black,West Valley 2015 Boys Valencia Pre-Elite 64,4,2,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,State 48 FC Verrado 15/16 Black,2,4,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
CCV STARS 14 Boys White PEO,West Valley 2015 Boys Valencia Pre-Elite 64,1,3,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,CCV STARS 14 Boys White PEO,3,1,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Excel Soccer Academy 14 Black,0,4,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
Excel Soccer Academy 14 Black,West Valley 2015 Boys Valencia Pre-Elite 64,4,0,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Synergy FC 14 B,9,0,2024-11-09,Kick for the Cure 2024,West Valley Events Complex - Field
Synergy FC 14 B,West Valley 2015 Boys Valencia Pre-Elite 64,0,9,2024-11-09,Kick for the Cure 2024,West Valley Events Complex - Field
Excel Soccer Academy 14 Black,West Valley 2015 Boys Valencia Pre-Elite 64,4,2,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Excel Soccer Academy 14 Black,2,4,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
AZ Arsenal 14 Boys Teal 2 AP,West Valley 2015 Boys Valencia Pre-Elite 64,1,4,2024-11-03,2024 Rush Cup ,Rose Mofford (Rush Cup)
West Valley 2015 Boys Valencia Pre-Elite 64,AZ Arsenal 14 Boys Teal 2 AP,4,1,2024-11-03,2024 Rush Cup ,Rose Mofford (Rush Cup)
FC Elite Arizona 2014 Boys,West Valley 2015 Boys Valencia Pre-Elite 64,9,1,2024-11-03,2024 Rush Cup ,Rose Mofford (Rush Cup)
West Valley 2015 Boys Valencia Pre-Elite 64,FC Elite Arizona 2014 Boys,1,9,2024-11-03,2024 Rush Cup ,Rose Mofford (Rush Cup)
West Valley 2015 Boys Valencia Pre-Elite 64,NM Rapids 14B Dukes,0,3,2024-11-02,2024 Rush Cup ,Rose Mofford (Rush Cup)
NM Rapids 14B Dukes,West Valley 2015 Boys Valencia Pre-Elite 64,3,0,2024-11-02,2024 Rush Cup ,Rose Mofford (Rush Cup)
North Scottsdale 15 Sandsharks Select,West Valley 2015 Boys Valencia Pre-Elite 64,3,1,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,North Scottsdale 15 Sandsharks Select,1,3,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
CCV STARS 15 Boys Navy PEO,West Valley 2015 Boys Valencia Pre-Elite 64,1,1,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,CCV STARS 15 Boys Navy PEO,1,1,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
West Valley 2015 Boys Valencia Pre-Elite 64,Next Level Soccer Southeast 2015 Boys Blue,0,2,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
Next Level Soccer Southeast 2015 Boys Blue,West Valley 2015 Boys Valencia Pre-Elite 64,2,0,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
15B OMolina,15B DGerman,1,7,2025-09-20,2025-26 MaxinMotion Open League Season 1,Snedigar Sports Complex (RSL- S)
15B DGerman,15B OMolina,7,1,2025-09-20,2025-26 MaxinMotion Open League Season 1,Snedigar Sports Complex (RSL- S)
15B DGerman,FCDA 2015/16B Pre - Academy,17,0,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
FCDA 2015/16B Pre - Academy,15B DGerman,0,17,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
Phoenix United 2015 Academy,15B DGerman,2,1,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
15B DGerman,Phoenix United 2015 Academy,1,2,2025-09-14,2025 Cactus Kick Off,Reach 11 Sports Complex
PRFC Southeast Valley 15B Predator,15B DGerman,1,4,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
15B DGerman,PRFC Southeast Valley 15B Predator,4,1,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
15B DGerman,Phoenix United 2015 Academy,1,3,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
Phoenix United 2015 Academy,15B DGerman,3,1,2025-09-13,2025 Cactus Kick Off,Reach 11 Sports Complex
15B DGerman,NM Rapids ROMA 2015,1,1,2025-09-07,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
NM Rapids ROMA 2015,15B DGerman,1,1,2025-09-07,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
15B DGerman,CCV Stars 15 Boys North Navy,3,2,2025-09-07,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
CCV Stars 15 Boys North Navy,15B DGerman,2,3,2025-09-07,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
PRFC Desert Foothills 16B Predator,15B DGerman,1,7,2025-09-07,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
15B DGerman,PRFC Desert Foothills 16B Predator,7,1,2025-09-07,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
15B DGerman,AZ Arsenal 15 Boys Teal CE,7,2,2025-09-06,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
AZ Arsenal 15 Boys Teal CE,15B DGerman,2,7,2025-09-06,FSC Champions Cup (Boys - 2025),F- Thorpe Softball Complex
Verde Valley United FC,15B Vyas,4,1,2025-04-27,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
15B Vyas,Verde Valley United FC,1,4,2025-04-27,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
15B Vyas,Milan,4,0,2025-04-27,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Milan,15B Vyas,0,4,2025-04-27,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Synergy FC 14 B,15B Vyas,0,3,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
15B Vyas,Synergy FC 14 B,3,0,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
15B Vyas,CCV STARS 14 Boys Navy LAV,4,3,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
CCV STARS 14 Boys Navy LAV,15B Vyas,3,4,2025-04-26,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
15B Vyas,Tuzos 2014 Nava,1,3,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
Tuzos 2014 Nava,15B Vyas,3,1,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
15B Vyas,PRFC Desert Foothills 14B Predator,3,2,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC Desert Foothills 14B Predator,15B Vyas,2,3,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
CCV STARS 15 Boys White PEO,15B Vyas,1,6,2025-04-05,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
15B Vyas,CCV STARS 15 Boys White PEO,6,1,2025-04-05,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC West Valley 15B Predator,15B Vyas,7,0,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
15B Vyas,PRFC West Valley 15B Predator,0,7,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
15B Vyas,14B Al,2,1,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
14B Al,15B Vyas,1,2,2025-03-09,2025 Ostrich Festival,Reach 11 Sports Complex
15B Vyas,2014 Rush Boys,3,2,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
2014 Rush Boys,15B Vyas,2,3,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
PRFC West Valley 15B Predator,15B Vyas,4,1,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
15B Vyas,PRFC West Valley 15B Predator,1,4,2025-03-08,2025 Ostrich Festival,Reach 11 Sports Complex
15B Vyas,PRFC Southeast Valley 14B Predator,3,6,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC Southeast Valley 14B Predator,15B Vyas,6,3,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
15B Vyas,CCV STARS 15 Boys Orange EAV,12,2,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
CCV STARS 15 Boys Orange EAV,15B Vyas,2,12,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC Desert Foothills 14B Predator,15B Vyas,2,4,2025-02-21,2025 Max Shacknai Invitational,Arizona Athletic Grounds
15B Vyas,PRFC Desert Foothills 14B Predator,4,2,2025-02-21,2025 Max Shacknai Invitational,Arizona Athletic Grounds
15B Blue Montoya #1,15B Vyas,2,3,2024-12-15,RSL-AZ Holiday Classic 2024,
15B Vyas,15B Blue Montoya #1,3,2,2024-12-15,RSL-AZ Holiday Classic 2024,
15B Vyas,15B NJMarkette,2,3,2024-12-15,RSL-AZ Holiday Classic 2024,
15B NJMarkette,15B Vyas,3,2,2024-12-15,RSL-AZ Holiday Classic 2024,
PRFC Southeast Valley 15B Copa,15B Vyas,0,1,2024-12-14,RSL-AZ Holiday Classic 2024,
15B Vyas,PRFC Southeast Valley 15B Copa,1,0,2024-12-14,RSL-AZ Holiday Classic 2024,
Deportivo Coras USA 2015,15B Vyas,1,0,2024-11-10,Kick for the Cure 2024,Scottsdale Sports Complex (ASA)
15B Vyas,Deportivo Coras USA 2015,0,1,2024-11-10,Kick for the Cure 2024,Scottsdale Sports Complex (ASA)
15B Vyas,CCV STARS 15 Boys Orange SUR,1,3,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
CCV STARS 15 Boys Orange SUR,15B Vyas,3,1,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
2015 Boys Blue,15B Vyas,3,4,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
15B Vyas,2015 Boys Blue,4,3,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
CCV STARS 15 Boys Orange PEO,15B Vyas,0,0,2024-10-19,CCV v RSL NORTH Academy Playdate,CCV Stars Peo Academy Fields
15B Vyas,CCV STARS 15 Boys Orange PEO,0,0,2024-10-19,CCV v RSL NORTH Academy Playdate,CCV Stars Peo Academy Fields
State 48 FC Verrado 15/16 Black,15B Vyas,0,1,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
15B Vyas,State 48 FC Verrado 15/16 Black,1,0,2024-10-13,2024 Scottsdale Cup,Rose Mofford Sports Complex
15B Vyas,Mellindo FC 2015 A,0,10,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
Mellindo FC 2015 A,15B Vyas,10,0,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
Next Level Soccer Southeast 2016 Boys Black,15B Vyas,6,2,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
15B Vyas,Next Level Soccer Southeast 2016 Boys Black,2,6,2024-10-12,2024 Scottsdale Cup,Rose Mofford Sports Complex
Excel Soccer Academy 15 Red,RSLAZ Southern Rayados Az 2015 Blue,7,2,2025-05-03,2025 Arizona Presidents Cup,Reach 11 (ASA)
RSLAZ Southern Rayados Az 2015 Blue,Excel Soccer Academy 15 Red,2,7,2025-05-03,2025 Arizona Presidents Cup,Reach 11 (ASA)
RSLAZ Southern Rayados Az 2015 Blue,CCV STARS 15 Boys Orange PEO,2,4,2025-04-27,2025 Arizona Presidents Cup,Reach 11 (ASA)
CCV STARS 15 Boys Orange PEO,RSLAZ Southern Rayados Az 2015 Blue,4,2,2025-04-27,2025 Arizona Presidents Cup,Reach 11 (ASA)
RSL-AZ Yuma 15 Boys Patino,RSLAZ Southern Rayados Az 2015 Blue,1,6,2025-04-26,2025 Arizona Presidents Cup,Reach 11 (ASA)
RSLAZ Southern Rayados Az 2015 Blue,RSL-AZ Yuma 15 Boys Patino,6,1,2025-04-26,2025 Arizona Presidents Cup,Reach 11 (ASA)
RSLAZ Southern Rayados Az 2015 Blue,AZSC 15B Navy,1,2,2025-04-13,2025 Arizona Presidents Cup,Reach 11 (ASA)
AZSC 15B Navy,RSLAZ Southern Rayados Az 2015 Blue,2,1,2025-04-13,2025 Arizona Presidents Cup,Reach 11 (ASA)
RSLAZ Southern Rayados Az 2015 Blue,Tuzos USA 2015A,1,2,2025-03-30,Tuzos Challenge 2025,West Valley Events Complex - Field
Tuzos USA 2015A,RSLAZ Southern Rayados Az 2015 Blue,2,1,2025-03-30,Tuzos Challenge 2025,West Valley Events Complex - Field
RSLAZ Southern Rayados Az 2015 Blue,Chelsea 15B,0,5,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
Chelsea 15B,RSLAZ Southern Rayados Az 2015 Blue,5,0,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
Deportivo Coras USA 2015,RSLAZ Southern Rayados Az 2015 Blue,7,2,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
RSLAZ Southern Rayados Az 2015 Blue,Deportivo Coras USA 2015,2,7,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
16B Mendez GSA,RSLAZ Southern 15B Rayados Blue,10,1,2025-03-09,2025 Ostrich Festival,Reata Sports Complex
RSLAZ Southern 15B Rayados Blue,16B Mendez GSA,1,10,2025-03-09,2025 Ostrich Festival,Reata Sports Complex
15B NJMarkette,RSLAZ Southern 15B Rayados Blue,2,0,2025-03-08,2025 Ostrich Festival,Reata Sports Complex
RSLAZ Southern 15B Rayados Blue,15B NJMarkette,0,2,2025-03-08,2025 Ostrich Festival,Reata Sports Complex
RSLAZ Southern 15B Rayados Blue,Tuzos Edwin 2015,3,2,2025-03-08,2025 Ostrich Festival,Reata Sports Complex
Tuzos Edwin 2015,RSLAZ Southern 15B Rayados Blue,2,3,2025-03-08,2025 Ostrich Festival,Reata Sports Complex
RSLAZ Southern 15B Rayados Blue,FC Sonora 14' B Dynamo,0,0,2025-03-01,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
FC Sonora 14' B Dynamo,RSLAZ Southern 15B Rayados Blue,0,0,2025-03-01,PCJSL 2024/25 - Winter Session U9 - U15,Lincoln Park
CDO 15B Premier,RSLAZ Southern 15B Rayados Blue,8,0,2025-02-26,PCJSL 2024/25 - Winter Session U9 - U15,Naranja
RSLAZ Southern 15B Rayados Blue,CDO 15B Premier,0,8,2025-02-26,PCJSL 2024/25 - Winter Session U9 - U15,Naranja
Douglas Cobras,RSLAZ Southern 15B Rayados Blue,2,6,2025-02-16,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
RSLAZ Southern 15B Rayados Blue,Douglas Cobras,6,2,2025-02-16,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
RSLAZ Southern 15B Rayados Blue,15 Boys Soul Warriors,3,1,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15 Boys Soul Warriors,RSLAZ Southern 15B Rayados Blue,1,3,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Santos 15B,RSLAZ Southern 15B Rayados Blue,3,2,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
RSLAZ Southern 15B Rayados Blue,Santos 15B,2,3,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Chelsea 15B2,RSLAZ Southern 15B Rayados Blue,0,4,2025-02-14,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
RSLAZ Southern 15B Rayados Blue,Chelsea 15B2,4,0,2025-02-14,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
329 Rangers 14B,RSLAZ Southern 15B Rayados Blue,0,2,2025-01-25,PCJSL 2024/25 - Winter Session U9 - U15,Freedom Park
RSLAZ Southern 15B Rayados Blue,329 Rangers 14B,2,0,2025-01-25,PCJSL 2024/25 - Winter Session U9 - U15,Freedom Park
CDI AlFaEs 2015,RSLAZ Southern 15B Rayados Blue,4,0,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
RSLAZ Southern 15B Rayados Blue,CDI AlFaEs 2015,0,4,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
Pima Surf Academy Boys 15,RSLAZ Southern 15B Rayados Blue,2,5,2025-01-18,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
RSLAZ Southern 15B Rayados Blue,Pima Surf Academy Boys 15,5,2,2025-01-18,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
RSLAZ Southern 15B Rayados Blue,INVICTUS 2015,3,11,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
INVICTUS 2015,RSLAZ Southern 15B Rayados Blue,11,3,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
RSLAZ Southern 15B Rayados Blue,Eagles F.C.,4,0,2025-01-11,PCJSL 2024/25 - Winter Session U9 - U15,Udall
Eagles F.C.,RSLAZ Southern 15B Rayados Blue,0,4,2025-01-11,PCJSL 2024/25 - Winter Session U9 - U15,Udall
14B Blue #1,RSLAZ Southern 15B Rayados Blue,3,0,2024-12-28,PCJSL 2024/25 - Winter Session U9 - U15,
RSLAZ Southern 15B Rayados Blue,14B Blue #1,0,3,2024-12-28,PCJSL 2024/25 - Winter Session U9 - U15,
RSLAZ Southern 15B Rayados Blue,Deportivo Mexico 14B,0,3,2024-12-28,PCJSL 2024/25 - Winter Session U9 - U15,
Deportivo Mexico 14B,RSLAZ Southern 15B Rayados Blue,3,0,2024-12-28,PCJSL 2024/25 - Winter Session U9 - U15,
PRFC Scottsdale 16B Predator,RSLAZ Southern 15B Rayados Blue,2,4,2024-12-15,RSL-AZ Holiday Classic 2024,
RSLAZ Southern 15B Rayados Blue,PRFC Scottsdale 16B Predator,4,2,2024-12-15,RSL-AZ Holiday Classic 2024,
PRFC Scottsdale 15B Copa,RSLAZ Southern 15B Rayados Blue,0,0,2024-12-14,RSL-AZ Holiday Classic 2024,
RSLAZ Southern 15B Rayados Blue,PRFC Scottsdale 15B Copa,0,0,2024-12-14,RSL-AZ Holiday Classic 2024,
