Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID
2/28/2025,Legends FC AZ 14B FC,CCV Stars 14 Boys West Pre-ECNL,2,0,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,MMR - McDowell Mountain Ranch,"14933 N 102nd Way , Scottsdale, AZ 85255",16745176,128680
2/2/2025,CCV Stars 14 Boys West Pre-ECNL,PRFC North Valley 14B PreAcademy,0,6,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Red Mountain (ASA),"905 N. Sun Valley Blvd , Mesa, AZ 85207",16745212,128680
2/1/2025,CCV Stars 14 Boys West Pre-ECNL,14B JCFresquez Pre-MLS Next,2,2,T,T,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Red Mountain (ASA),"905 N. Sun Valley Blvd , Mesa, AZ 85207",16745220,128680
1/11/2025,CCV Stars 14 Boys West Pre-ECNL,AZ Arsenal 13 Boys Flagstaff,0,4,L,W,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U12B Boys U12 Bronze - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604772,128680
12/7/2024,14B Velasco Pre-MLS Next,CCV Stars 14 Boys West Pre-ECNL,10,2,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Red Mountain (ASA),"905 N. Sun Valley Blvd , Mesa, AZ 85207",16745237,128680
11/24/2024,PRFC North Valley 13B Predator,CCV Stars 14 Boys West Pre-ECNL,2,3,L,W,2024 Heritage Cup ,Heritage Cup,U12B 12u Boys Silver East ,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18182593,128680
11/23/2024,CCV Stars 14 Boys West Pre-ECNL,PRFC Southeast Valley 13B Predator,6,4,W,L,2024 Heritage Cup ,Heritage Cup,U12B 12u Boys Silver East ,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18182590,128680
10/27/2024,CCV Stars 14 Boys West Pre-ECNL,14 ECNL #1,0,7,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",16745249,128680
10/5/2024,Playmaker Futbol Academy 14B Black,CCV Stars 14 Boys West Pre-ECNL,8,3,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745243,128680
9/28/2024,CCV Stars 14 Boys West Pre-ECNL,CCV STARS 14 Boys Orange LAV,2,3,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",16745204,128680
9/22/2024,CCV Stars 14 Boys West Pre-ECNL,Excel Soccer Academy 14 Red,2,7,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745194,128680
9/21/2024,AZ Arsenal Pre-ECNL B14,CCV Stars 14 Boys West Pre-ECNL,5,0,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745219,128680
9/13/2025,PRFC Southeast Valley 14B Predator-Central,Select 14B Red,4,2,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 4 12U Boys,Red Mountain Soccer Complex North (PRFC SEV),"7745 E Brown Rd, Mesa, AZ 85207",21792523,494072
8/31/2025,Scottsdale 14 Sandsharks Select,PRFC Southeast Valley 14B Predator-Central,5,2,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Dest,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381019,494072
8/30/2025,PRFC Southeast Valley 14B Predator-Central,Playmaker Futbol Academy 14B Black,2,4,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Dest,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381015,494072
8/29/2025,PRFC Southeast Valley 14B Predator-Central,Tuzos Royals 14 Pre-Academy,1,6,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Dest,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22381023,494072
4/5/2025,CCV STARS 14 Boys Navy LAV,PRFC Southeast Valley 14B Predator-Central,1,6,L,W,Brazas - 2025 Ginga Champions,Brazas Ginga Champions ,U11B Boys U11 - Gold Division ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",20233181,494072
4/4/2025,PRFC Southeast Valley 14B Predator-Central,Brazas 2014 Boys Black Marcos,0,3,L,W,Brazas - 2025 Ginga Champions,Brazas Ginga Champions ,U11B Boys U11 - Gold Division ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",20233177,494072
3/23/2025,State 48 FC 14 White,PRFC Southeast Valley 14B Predator-Central,2,1,W,L,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881251,494072
3/22/2025,PRFC Southeast Valley 14B Predator-Central,14 Boys Navy,0,0,T,T,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881249,494072
3/21/2025,Real Arizona 2014,PRFC Southeast Valley 14B Predator-Central,2,2,T,T,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881247,494072
2/23/2025,CCV STARS 14 Boys Orange LAV,PRFC Southeast Valley 14B Predator-Central,6,1,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B PLATINUM (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993401,494072
2/20/2025,PRFC Southeast Valley 14B Predator-Central,AZ Arsenal 14 Boys Teal 2 SC,1,0,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B PLATINUM (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993395,494072
2/15/2025,PRFC Scottsdale 14B Predator,PRFC Southeast Valley 14B Predator-Central,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18569679,494072
2/1/2025,AZ Arsenal 15 Boys Teal 1 JZ,PRFC Southeast Valley 14B Predator-Central,5,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18569674,494072
1/25/2025,PRFC Southeast Valley 14B Predator-Central,PRFC West Valley 14B Pre-Academy,4,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Red Mountain Soccer Complex North (PRFC SEV),"7745 E Brown Rd, Mesa, AZ 85207",18569671,494072
1/19/2025,14 ECNL #2,PRFC Southeast Valley 14B Predator-Central,2,0,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Uraguay,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662756,494072
1/18/2025,CDO 14B Premier,PRFC Southeast Valley 14B Predator-Central,4,3,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Uraguay,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",18662754,494072
12/8/2024,FC Deportivo AZ 2014B (Gallegos),PRFC Southeast Valley 14B Predator-Central,7,4,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dancer,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382231,494072
12/7/2024,2014 Boys Yellow,PRFC Southeast Valley 14B Predator-Central,2,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dancer,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382224,494072
12/7/2024,PRFC Southeast Valley 14B Predator-Central,NOS Santos 15 Boys Blue,8,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dancer,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382227,494072
11/16/2024,AZ Inferno 14 Boys Black,PRFC Southeast Valley 14B Predator-Central,1,3,L,W,East Valley Patriots Cup 2024,East Valley NSFC Patriots Cup,U11B Group B (U11 Boys),Arizona Athletic Grounds (EV Tournament Series),"6321 S. Ellsworth Road , Mesa, AZ 85215",18188373,494072
11/16/2024,PRFC Southeast Valley 14B Predator-Central,U-11 (2014) Boys Pre Academy,2,2,T,T,East Valley Patriots Cup 2024,East Valley NSFC Patriots Cup,U11B Group B (U11 Boys),Arizona Athletic Grounds (EV Tournament Series),"6321 S. Ellsworth Road , Mesa, AZ 85215",18188375,494072
11/10/2024,PRFC Southeast Valley 14B Predator-Central,CCV STARS 14 Boys Navy PEO,1,2,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18148356,494072
11/9/2024,PRFC Southeast Valley 14B Predator-Central,Phoenix Premier FC 14B SW,1,3,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18148355,494072
11/8/2024,PRFC West Valley 14B Pre-Academy,PRFC Southeast Valley 14B Predator-Central,3,2,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,NE- McDowell Mountain Ranch Park (Sandsharks),"14933 N 102nd Way , Scottsdale , AZ 85255",18148352,494072
11/2/2024,PRFC Southeast Valley 14B Predator-Central,PRFC Scottsdale 14B Pre-Academy,1,11,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Lehi Sports Park (PRFC SEV),"2228 N Center St, Mesa, AZ 85201",17064560,494072
10/26/2024,Madison FC 14 Gold Boys Storm,PRFC Southeast Valley 14B Predator-Central,4,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",17064538,494072
10/5/2024,CCV STARS 14 Boys Navy PEO,PRFC Southeast Valley 14B Predator-Central,4,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Stars SC - Peoria  NW - Open League ,"7007 W Happy Valley , Peoria, AZ 85383",17064552,494072
9/28/2024,PRFC Southeast Valley 14B Predator-Central,East Valley NSFC 14 Boys Aguirre,0,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Eagles Park Soccer Complex (PRFC SEV),"828 E Broadway Rd, mesa, AZ 85204",17064550,494072
9/21/2024,2014 Boys Yellow,PRFC Southeast Valley 14B Predator-Central,3,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Venturoso Park,"14425 N 32nd St , Phoenix, AZ 85032",17064545,494072
9/14/2024,PRFC Southeast Valley 14B Predator-Central,U-11 (2014) Boys Pre Academy,3,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",17064541,494072
10/4/2025,FC Arizona 14B Black GFC Suenaga U12,AZ Arsenal 14 Boys Teal SC,2,2,T,T,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 3 12U Boys,Copper Sky (ASA),"44345 W. Martin Luther King Jr. Blvd., Maricopa, AZ 85138",21767376,163425
9/21/2025,PRFC West Valley 14B Pre-Academy,AZ Arsenal 14 Boys Teal SC,0,4,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694962,163425
9/21/2025,14B Hinds,AZ Arsenal 14 Boys Teal SC,0,2,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694963,163425
9/20/2025,AZ Arsenal 14 Boys Teal SC,14B Hinds,0,2,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694850,163425
9/20/2025,14B Blue #1,AZ Arsenal 14 Boys Teal SC,0,3,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694846,163425
9/13/2025,AZ Arsenal 14 Boys Teal SC,U-12 (2014) Boys Pre Academy Orange,2,3,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 3 12U Boys,Arizona Athletic Grounds,"6321 S Ellsworth Road , Mesa, AZ 85212",21767364,163425
9/6/2025,AZ Arsenal 14 Boys Teal SC,PSG 14B Blue,3,5,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 3 12U Boys,Arizona Athletic Grounds,"1 Legacy Drive, Mesa, AZ 85212",21767360,163425
8/24/2025,AZ Arsenal 14 Boys Teal SC,Xplosion SC B14,0,2,L,W,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763536,163425
8/24/2025,AZ Arsenal 14 Boys Teal SC,JUSA Select Oftellie B14,4,0,W,L,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763534,163425
8/23/2025,United SoCal Redlands B2014 White,AZ Arsenal 14 Boys Teal SC,3,4,L,W,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763532,163425
8/23/2025,AZ Arsenal 14 Boys Teal SC,Xplosion SC B14,1,1,T,T,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763530,163425
4/13/2025,AZ Arsenal 14 Boys Teal SC,Legends FC AZ 14B Black,1,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360418,163425
4/12/2025,West Valley 2014 Boys Martinez Pre-Elite64,AZ Arsenal 14 Boys Teal SC,4,0,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360420,163425
4/11/2025,AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,7,2,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360415,163425
4/5/2025,14 Boys Navy,AZ Arsenal 14 Boys Teal SC,2,4,L,W,Brazas - 2025 Ginga Champions,Brazas Ginga Champions ,U11B Boys U-11 - Silver Division ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",20233212,163425
3/16/2025,AZ Inferno 14 Boys Black,AZ Arsenal 14 Boys Teal SC,6,1,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826513,163425
3/16/2025,AZ Arsenal 14 Boys Teal SC,Playmaker Futbol Academy 14B White,3,0,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826512,163425
3/15/2025,CCV STARS 14 Boys White PEO,AZ Arsenal 14 Boys Teal SC,0,2,L,W,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826515,163425
3/4/2025,PRFC Southeast Valley 14B Predator,AZ Arsenal 14 Boys Teal SC,4,3,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18569691,163425
2/22/2025,AZ Arsenal 14 Boys Teal SC,Madison FC 14 Blue Boys,2,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Red Mountain (ASA),"905 N. Sun Valley Blvd , Mesa, AZ 85207",18569710,163425
2/20/2025,PRFC Southeast Valley 14B Predator-Central,AZ Arsenal 14 Boys Teal SC,1,0,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B PLATINUM (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993395,163425
2/15/2025,State 48 FC 14 White,AZ Arsenal 14 Boys Teal SC,0,0,T,T,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Gateway Park,"10100 N El Mirage Rd , El Mirage, AZ 85335",18569705,163425
2/8/2025,14 Cityzens,AZ Arsenal 14 Boys Teal SC,0,2,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",18569701,163425
1/26/2025,AZ Arsenal 14 Boys Teal SC,Next Level Soccer Southeast 2014 Boys Blue,0,4,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 2 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702794,163425
1/25/2025,AZ Arsenal 14 Boys Teal SC,PRFC Southeast Valley 14B Predator,2,0,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 2 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702788,163425
1/25/2025,Playmaker Futbol Academy 14B Gold,AZ Arsenal 14 Boys Teal SC,5,1,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 2 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702790,163425
1/4/2025,Phoenix Premier FC 14B CG,AZ Arsenal 14 Boys Teal SC,12,2,W,L,Inside Classic 2025,Inside Classic,U11B U11 Boys Black,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560518,163425
1/3/2025,AZ Arsenal 14 Boys Teal SC,Phoenix Premier FC 14B Black,4,5,L,W,Inside Classic 2025,Inside Classic,U11B U11 Boys Black,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560515,163425
12/14/2024,AZ Arsenal 14 Boys Teal SC,Madison FC 14 Blue Boys,1,4,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439199,163425
12/14/2024,Scottsdale 14 Sandsharks,AZ Arsenal 14 Boys Teal SC,1,0,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439197,163425
11/23/2024,AZ Arsenal 14 Boys Teal SC,PRFC Southeast Valley 14B Predator,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17071281,163425
11/10/2024,14B Flores,AZ Arsenal 14 Boys Teal SC,5,0,W,L,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Ream,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166902,163425
10/26/2024,Tuzos 2014 Nava,AZ Arsenal 14 Boys Teal SC,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",17071273,163425
10/19/2024,AZ Arsenal 14 Boys Teal SC,AZEV B2014 (WHITE),4,4,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Arizona Athletic Grounds,"1 Legacy Drive, Mesa, AZ 85212",17071290,163425
10/18/2024,NOS Santos 14 Boys White,AZ Arsenal 14 Boys Teal SC,0,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,EV- NOS Santos Soccer Complex (NOS),"12347 S. Sossaman , Mesa, AZ 85212",17071287,163425
10/13/2024,CCV STARS 14 Boys Navy PEO,AZ Arsenal 14 Boys Teal SC,3,1,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858889,163425
10/12/2024,2014 Rush Boys,AZ Arsenal 14 Boys Teal SC,0,10,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858881,163425
10/11/2024,AZ Arsenal 14 Boys Teal SC,14B Bratcher,6,4,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858873,163425
9/28/2024,2014 Rush Boys,AZ Arsenal 14 Boys Teal SC,2,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,JCC (Rush),"12701 N Scottsdale Rd , Scottsdale, AZ 85254",17071280,163425
9/22/2024,AZ Arsenal 14 Boys Teal SC,CAC 14/15B (Conroy),5,0,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Bronze 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704623,163425
9/21/2024,AZ Arsenal 14 Boys Teal SC,CDO 14B Elite,2,0,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Bronze 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704617,163425
9/14/2024,AZ Arsenal 14 Boys Teal SC,PRFC Desert Foothills 14B Predator,6,3,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17071271,163425
9/13/2024,Madison FC 14 Blue Boys,AZ Arsenal 14 Boys Teal SC,1,5,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17071266,163425
5/25/2025,Verde Valley United FC,FSC United 15 Boys,5,0,W,L,FSC Kickin in the Pines (Boys - 2025),Flagstaff Soccer United Cup,U11B U11B White (9v9),F-Northern Arizona University,", Flagstaff, AZ 86011",20649093,452848
5/24/2025,Kingman SC B14 McGill,Verde Valley United FC,2,1,W,L,FSC Kickin in the Pines (Boys - 2025),Flagstaff Soccer United Cup,U11B U11B White (9v9),F-Northern Arizona University,", Flagstaff, AZ 86011",20649092,452848
5/24/2025,Verde Valley United FC,Pima Surf Academy Boys 15,0,5,L,W,FSC Kickin in the Pines (Boys - 2025),Flagstaff Soccer United Cup,U11B U11B White (9v9),F-Northern Arizona University,", Flagstaff, AZ 86011",20649089,452848
