Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank
2025-04-12,AZ Arsenal Pre-ECNL B14,2014 Elite,1,8,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286521,579284,17
2025-04-12,2014 Elite,Next Level Soccer Southeast 2014 Boys Red,7,1,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286519,579284,17
2025-03-30,2014 Elite,Tuzos Academy 2013 BT,5,1,W,L,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024183,579284,17
2025-03-30,14B GSA,2014 Elite,1,1,T,T,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024179,579284,17
2025-03-29,Chelsea 13B,2014 Elite,1,5,L,W,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024176,579284,17
2025-03-28,2014 Elite,CCV Stars 13 Boys Orange LAV,7,1,W,L,Tuzos Challenge 2025,Tuzos Challenge,U12B U12 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",20024172,579284,17
2025-03-23,2014 Elite,Legends FC AZ 14B FC,1,0,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Pro,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917889,579284,17
2025-03-22,2014 Elite,2014 Locomotive Blue,2,1,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Pro,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917331,579284,17
2025-03-22,2014 Elite,Tuzos Royals 2014,4,0,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Pro,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917326,579284,17
2025-03-21,Next Level Soccer Southeast 2015 Boys Black,2014 Elite,2,3,L,W,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Pro,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",19917323,579284,17
2025-02-17,Wasatch SC 13B Blue CD,2014 Elite,2,3,L,W,Presidents' Day Tournament 2025,PDT,U12B U12 Boys White,Reach 11 Sports Complex,"2425 E Deer Valley Dr,  , Phoenix, AZ 85050",18965492,579284,17
2025-02-16,2013 Boys National,2014 Elite,3,4,L,W,Presidents' Day Tournament 2025,PDT,U12B U12 Boys White,Reach 11 Sports Complex,"2425 E Deer Valley Dr,  , Phoenix, AZ 85050",18965467,579284,17
2025-02-15,2014 Elite,CPSC 14B Black 1,11,0,W,L,Presidents' Day Tournament 2025,PDT,U12B U12 Boys White,Reach 11 Sports Complex,"2425 E Deer Valley Dr,  , Phoenix, AZ 85050",18965463,579284,17
2025-02-14,Next Level Soccer Southeast 2014 Boys Black,2014 Elite,2,0,W,L,Presidents' Day Tournament 2025,PDT,U12B U12 Boys White,Reach 11 Sports Complex,"2425 E Deer Valley Dr,  , Phoenix, AZ 85050",18965458,579284,17
2025-02-09,2014 Elite,13B GSA,2,3,L,W,Desert Classic 2025,Desert Classic,U12B U12 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969224,579284,17
2025-02-08,Playmaker Futbol Academy 13B Black,2014 Elite,3,1,W,L,Desert Classic 2025,Desert Classic,U12B U12 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969220,579284,17
2025-02-07,2014 Elite,CCV Stars 13 Boys PEO,4,1,W,L,Desert Classic 2025,Desert Classic,U12B U12 Boys Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969218,579284,17
2025-09-28,14,AZ Arsenal Pre-ECNL B14,0,3,L,W,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796353,370208,24
2025-09-28,14,State 48 FC Avondale 13 Copper,0,6,L,W,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796357,370208,24
2025-09-27,Southeast 2013 Boys Green,14,6,0,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796359,370208,24
2025-09-26,2014B West,14,0,0,T,T,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796350,370208,24
2025-09-07,2014B West,14,7,0,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366827,370208,24
2025-09-06,AZ Arsenal 13 Boys Flagstaff,14,0,0,T,T,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366822,370208,24
2025-09-06,14,PRFC North Valley 13B Predator,1,0,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366824,370208,24
2025-04-13,AZ Arsenal Pre-ECNL B14,14,3,4,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286515,370208,24
2025-04-12,Next Level Soccer Southeast 2014 Boys Red,14,1,2,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286523,370208,24
2025-04-12,14,Next Level Soccer Southeast 2014 Boys Blue,5,3,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286518,370208,24
2025-03-23,14,ACADEMY B14 - EA2,0,4,L,W,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Elite,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917340,370208,24
2025-03-22,14,2014/15 Locomotive Blue-LC,7,3,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Elite,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917345,370208,24
2025-03-21,15B Chacon,14,3,3,T,T,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Elite,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917337,370208,24
2025-03-09,Las Vegas Sports Academy U11 Boys Red 2014,14,2,2,T,T,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19609914,370208,24
2025-03-09,Madison FC 14 Gold Boys Storm,14,3,3,T,T,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Scottsdale Sports Complex,"8081 E Princess Dr. , Scottsdale, AZ 85255",19609913,370208,24
2025-03-08,15B Chacon,14,2,5,L,W,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Scottsdale Sports Complex,"8081 E Princess Dr. , Scottsdale, AZ 85255",19609904,370208,24
2025-03-08,14,14B JCFresquez Pre-MLS Next,2,1,W,L,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Scottsdale Sports Complex,"8081 E Princess Dr. , Scottsdale, AZ 85255",19609909,370208,24
2025-03-01,AZEV B2014 (NAVY),14,8,4,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,Greenfield Junior High,"101 S. Greenfield Road , Gilbert, AZ 85296",18566333,370208,24
2025-02-23,14,Phoenix United 2014 Academy,2,3,L,W,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SUPER - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18996294,370208,24
2025-02-22,14B JCFresquez Pre-MLS Next,14,2,7,L,W,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SUPER - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18996284,370208,24
2025-02-22,14,Atletico Tuzos Mesa 2014,12,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",18566357,370208,24
2025-02-21,14,Next Level Soccer Southeast 2015 Boys Red,5,4,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B SUPER - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18996288,370208,24
2025-02-15,Legends FC AZ 14B Gold,14,1,9,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,Pinnacle Park- East and West,"21411 N. 32nd St., Phoenix, AZ 85050",18566354,370208,24
2025-02-08,14,PRFC Southeast Valley 14B Pre-Academy,7,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",18566348,370208,24
2025-02-01,East Valley NSFC 14 Boys Aguirre,14,1,8,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,EV- EVNSFC Soccer Complex,"3761 S. Power Road, Mesa, AZ 85212",18566347,370208,24
2025-01-26,14,Next Level Soccer Southeast 2014 Boys Red,4,2,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702776,370208,24
2025-01-26,Next Level Soccer Southeast 2015 Boys Red,14,0,0,T,T,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702772,370208,24
2025-01-25,14,Phoenix Premier FC 14B Black,7,1,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702765,370208,24
2025-01-25,14B Jimmy,14,5,8,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",18566340,370208,24
2025-01-24,2014B West,14,3,6,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702769,370208,24
2025-01-11,14,14B Engilman,4,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 2 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",18566338,370208,24
2025-01-05,Next Level Soccer Northwest 2015 Boys Black,14,4,5,L,W,New Year's Futures Cup 2025,New Year's Futures Cup,U11B U11 Boys Super Group,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18592437,370208,24
2025-01-04,14B JCFresquez Pre-MLS Next,14,5,3,W,L,New Year's Futures Cup 2025,New Year's Futures Cup,U11B U11 Boys Super Group,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18592434,370208,24
2025-01-03,14,Next Level Soccer Southeast 2015 Boys Black,0,1,L,W,New Year's Futures Cup 2025,New Year's Futures Cup,U11B U11 Boys Super Group,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18592430,370208,24
2024-12-08,14,2014B West,1,4,L,W,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dasher,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382213,370208,24
2024-12-07,PRFC West Valley 14B Pre-Academy,14,0,6,L,W,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dasher,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382209,370208,24
2024-12-07,14,NOS Santos 14 Boys Blue,5,2,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dasher,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382211,370208,24
2024-11-24,VSC 2014 Boys Green,14,2,10,L,W,2024 Heritage Cup ,Heritage Cup,U11B 11u Boys Silver West,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18181908,370208,24
2024-11-24,14,AZSC 14B Perez,6,3,W,L,2024 Heritage Cup ,Heritage Cup,U11B 11u Boys Silver West,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18181912,370208,24
2024-11-23,14,RSL-AZ Yuma 14 Boys Quinonez,9,2,W,L,2024 Heritage Cup ,Heritage Cup,U11B 11u Boys Silver West,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18181901,370208,24
2024-11-23,Next Level Soccer Southeast 2014 Boys Blue,14,5,8,L,W,2024 Heritage Cup ,Heritage Cup,U11B 11u Boys Silver West,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18181905,370208,24
2024-11-03,AZ Arsenal 15 Boys Teal 1 JZ,14,1,4,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072126,370208,24
2024-11-03,Legends FC AZ 14B Gold,14,2,5,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072124,370208,24
2024-11-02,14,Playmaker Futbol Academy 14B Gold,7,0,W,L,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072117,370208,24
2024-11-02,PRFC Desert Foothills 14B Pre-Academy,14,2,3,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072121,370208,24
2024-10-27,PRFC Scottsdale 14B Pre-Academy,14,4,7,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Platinum - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980003,370208,24
2024-10-26,14,Phoenix Premier FC 14B Black,6,5,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",17047227,370208,24
2024-10-26,PRFC Southeast Valley 14B Predator,14,2,5,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Platinum - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17980002,370208,24
2024-10-25,14,PRFC Scottsdale 14B Pre-Academy,5,3,W,L,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Platinum - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17979997,370208,24
2024-10-24,PRFC Southeast Valley 14B Pre-Academy,14,1,8,L,W,Phoenix Rising Fall Classic 2024,Phoenix Rising FC Tournaments - Fall Classic,U11B U11M Platinum - 9v9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17979994,370208,24
2024-10-19,AZEV B2014 (NAVY),14,2,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,Greenfield Junior High,"101 S. Greenfield Road , Gilbert, AZ 85296",17047246,370208,24
2024-10-13,14,AZ Arsenal 14 Boys Teal 1,5,4,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Silver,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858845,370208,24
2024-10-13,14,2014 Locomotive Blue-LC,7,2,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Silver,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858837,370208,24
2024-10-12,14,East Valley NSFC 14 Boys Aguirre,6,1,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Silver,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858842,370208,24
2024-10-12,14B Predator,14,2,7,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Silver,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858834,370208,24
2024-09-28,PRFC North Valley14B Predator,14,2,5,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,Opportunity Way Park (PRFC NV),"41906 N 46th Lane , Anthem, AZ 85086",17047235,370208,24
2024-09-21,14,Tuzos Halcones 2014,8,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",17047233,370208,24
2024-09-14,Legends FC AZ 14B Black,14,2,8,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 3 11U Boys,NE - Roadrunner Park (Legends FC AZ),"3502 E Cactus Road , Phoenix, AZ 85032",17047230,370208,24
2024-09-01,14,Madison FC 14 Blue Boys,9,0,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Turner,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17373304,370208,24
2024-09-01,AZSC 15B Navy,14,2,1,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Turner,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17373305,370208,24
2024-08-31,14,PSG 14B Blue,6,3,W,L,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Turner,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17373302,370208,24
2024-08-30,AZSC 15B Navy,14,1,6,L,W,Phoenix Rising Cup 2024,Phoenix Rising Cup,U11B U11 Boys Bronze - Turner,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",17373300,370208,24
2024-04-28,14,FSC Green 13 Boys,3,4,L,W,2024 Phoenix Surf Invitational,Legacy USA soccer tournament,U11B U11 Boys Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",15717881,370208,24
2024-04-27,14,AZEV B2014 (PERRY),2,3,L,W,2024 Phoenix Surf Invitational,Legacy USA soccer tournament,U11B U11 Boys Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",15717873,370208,24
2024-04-27,AZ Arsenal 13 Boys Verde Valley,14,8,2,W,L,2024 Phoenix Surf Invitational,Legacy USA soccer tournament,U11B U11 Boys Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",15717875,370208,24
2024-04-26,Excel Soccer Academy 13 Black,14,11,2,W,L,2024 Phoenix Surf Invitational,Legacy USA soccer tournament,U11B U11 Boys Bronze 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",15717878,370208,24
2025-10-05,U-12 (2014) Boys Pre Academy Blue,Southeast 2014 Boys Red,0,3,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys APL,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21544430,314607,25
2025-10-03,Southeast 2014 Boys Blue,Southeast 2014 Boys Red,3,1,W,L,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys APL,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21544455,314607,25
2025-09-28,Tuzos Royals 2014,Southeast 2014 Boys Red,2,1,W,L,The Derby 2025,The Derby 2025,U12B Boys U12 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796055,314607,25
2025-09-27,Southeast 2014 Boys Red,Playmaker Futbol Academy PRE-ECNL B14,0,3,L,W,The Derby 2025,The Derby 2025,U12B Boys U12 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796059,314607,25
2025-09-27,Southeast 2014 Boys Red,Excel Soccer Academy 14B Red,1,5,L,W,The Derby 2025,The Derby 2025,U12B Boys U12 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22796053,314607,25
2025-09-21,Southeast 2014 Boys Red,CCV Stars 14 Boys North Pre-ECNL,2,0,W,L,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys APL,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21544435,314607,25
2025-09-20,Southeast 2014 Boys Red,Excel Soccer Academy 14B Red,1,4,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys APL,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21544445,314607,25
2025-09-07,PRFC Desert Foothills 14B Pre-Academy,Southeast 2014 Boys Red,1,5,L,W,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366383,314607,25
2025-09-07,Southeast 2014 Boys Red,Playmaker Futbol Academy 14B Black,5,1,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366387,314607,25
2025-09-06,AZEV B2014 (NAVY),Southeast 2014 Boys Red,1,2,L,W,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366380,314607,25
2025-09-06,Southeast 2014 Boys Red,Madison FC 14 Gold Boys,4,3,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366376,314607,25
2025-04-19,Southeast 2014 Boys Red,AZEV B2014 (NAVY),5,0,W,L,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group A (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256857,314607,25
2025-04-16,Southeast 2014 Boys Red,East Valley NSFC 14 Boys Aguirre,5,1,W,L,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group A (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256855,314607,25
2025-04-14,AZ Arsenal 14 Boys Teal 1,Southeast 2014 Boys Red,0,2,L,W,East Valley Spring Invitational 2025,East Valley Spring Invitational,U11B Group A (U11 Boys),EV/NSFC Soccer Complex (EV Tournament Series),"3761 S Power Road , Mesa, AZ 85212",20256853,314607,25
